filename,ssim,in_range
hd1548.jpg,0.7461,YES
hd1549.jpg,0.7319,YES
hd1550.jpg,0.7486,YES
hd155.jpg,0.7807,YES
hd1551.jpg,0.8460,YES
hd1552.jpg,0.7795,YES
hd1553.jpg,0.7554,YES
hd1555.jpg,0.8175,YES
hd1554.jpg,0.7994,YES
hd1556.jpg,0.5025,NO
hd1558.jpg,0.7816,YES
hd1559.jpg,0.7029,YES
hd156.jpg,0.7352,YES
hd1560.jpg,0.7903,YES
hd1561.jpg,0.7304,YES
hd1562.jpg,0.8160,YES
hd1563.jpg,0.7146,YES
hd1564.jpg,0.7492,YES
hd1565.jpg,0.8113,YES
hd1566.jpg,0.7844,YES
hd1567.jpg,0.6942,YES
hd1568.jpg,0.7124,YES
hd1569.jpg,0.4659,NO
hd1570.jpg,0.8408,YES
hd1571.jpg,0.8163,YES
hd1572.jpg,0.8110,YES
hd1573.jpg,0.7589,YES
hd1574.jpg,0.7578,YES
hd1575.jpg,0.6168,YES
hd1576.jpg,0.7354,YES
hd1577.jpg,0.7898,YES
hd1578.jpg,0.8015,YES
hd158.jpg,0.4653,NO
hd1580.jpg,0.7894,YES
hd1581.jpg,0.7494,YES
hd1582.jpg,0.7674,YES
hd1583.jpg,0.5326,NO
hd1584.jpg,0.7453,YES
hd1586.jpg,0.7609,YES
hd1585.jpg,0.7280,YES
hd1587.jpg,0.7589,YES
hd1588.jpg,0.7279,YES
hd1589.jpg,0.7137,YES
hd1590.jpg,0.7732,YES
hd1591.jpg,0.7864,YES
hd1595.jpg,0.8465,YES
hd1592.jpg,0.8289,YES
hd1593.jpg,0.7520,YES
hd1594.jpg,0.7503,YES
hd1596.jpg,0.8416,YES
hd1597.jpg,0.5320,NO
hd1598.jpg,0.7702,YES
hd1599.jpg,0.6802,YES
hd1601.jpg,0.7678,YES
hd1600.jpg,0.4517,NO
hd1602.jpg,0.7720,YES
hd1603.jpg,0.7462,YES
hd1604.jpg,0.7683,YES
hd1605.jpg,0.8283,YES
hd1606.jpg,0.7700,YES
hd1607.jpg,0.7143,YES
hd1608.jpg,0.7459,YES
hd1610.jpg,0.5925,NO
hd1609.jpg,0.7379,YES
hd1611.jpg,0.7934,YES
hd1612.jpg,0.7541,YES
hd1614.jpg,0.7941,YES
hd1615.jpg,0.7942,YES
hd1616.jpg,0.7255,YES
hd1618.jpg,0.7841,YES
hd1619.jpg,0.7437,YES
hd1620.jpg,0.8501,YES
hd1621.jpg,0.7902,YES
hd1622.jpg,0.7674,YES
hd1623.jpg,0.5625,NO
hd1624.jpg,0.7771,YES
hd1625.jpg,0.8190,YES
hd1627.jpg,0.8406,YES
hd1628.jpg,0.7805,YES
hd1632.jpg,0.7230,YES
hd1633.jpg,0.7324,YES
hd1634.jpg,0.4043,NO
hd1635.jpg,0.5428,NO
hd1636.jpg,0.4722,NO
hd1637.jpg,0.7465,YES
hd1641.jpg,0.7929,YES
hd1638.jpg,0.3992,NO
hd1639.jpg,0.7302,YES
hd1640.jpg,0.8260,YES
hd1642.jpg,0.7616,YES
hd1643.jpg,0.2404,NO
hd1644.jpg,0.7485,YES
hd1646.jpg,0.7239,YES
hd1647.jpg,0.6685,YES
hd1649.jpg,0.6615,YES
hd1650.jpg,0.4642,NO
hd1651.jpg,0.3460,NO
hd1652.jpg,0.6342,YES
hd1653.jpg,0.8157,YES
hd1654.jpg,0.5123,NO
hd1655.jpg,0.8066,YES
hd1656.jpg,0.6429,YES
hd1657.jpg,0.6688,YES
